player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision,season,match_id_unique
Sagar Dhakal,Pokhara Avengers (NPL),Bowler,1,1,0,0,100,No,not out,4,40,1,0,10,1,0,0,3,2025-11-18,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Biratnagar Kings (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M3
Josh Brown,Sudur Paschim Royals (NPL),Batsman,0,2,0,0,0,Yes,lbw b Karan KC,0,0,0,0,0,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Kathmandu Gorkhas (NPL),Win,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Binod Bhandari,Sudur Paschim Royals (NPL),Wicket-keeper,0,2,0,0,0,Yes,c Sharki b Karan KC,0,0,0,0,0,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Kathmandu Gorkhas (NPL),Win,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Chris Lynn,Sudur Paschim Royals (NPL),Batsman,2,10,0,0,20,Yes,c Milind Kumar b Karan KC,0,0,0,0,0,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Kathmandu Gorkhas (NPL),Win,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Aarif Sheikh,Sudur Paschim Royals (NPL),Batsman,25,24,3,0,104.16,Yes,lbw b Rashid Khan,0,0,0,0,0,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Kathmandu Gorkhas (NPL),Win,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Ishan Pandey,Sudur Paschim Royals (NPL),Batsman,11,9,1,1,122.22,Yes,c Mohammad Aadil Alam b Milind Kumar,2,9,1,0,4.5,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Kathmandu Gorkhas (NPL),Win,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Dipendra Singh Airee,Sudur Paschim Royals (NPL),All-rounder,39,30,3,1,130,Yes,c Mohammad Aadil Alam b Rashid Khan,2,26,0,0,13,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Kathmandu Gorkhas (NPL),Win,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Naren Saud,Sudur Paschim Royals (NPL),All-rounder,6,12,0,0,50,Yes,c Sharki b Milind Kumar,2,11,1,0,5.5,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Kathmandu Gorkhas (NPL),Win,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Harmeet Singh,Sudur Paschim Royals (NPL),All-rounder,53,20,2,6,265,Yes,c Shahab Alam b Sunny Patel,4,21,2,0,5.25,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Kathmandu Gorkhas (NPL),Win,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Scott Kuggeleijn,Sudur Paschim Royals (NPL),All-rounder,1,3,0,0,33.33,Yes,b Sunny Patel,3,18,2,0,6,1,1,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Kathmandu Gorkhas (NPL),Win,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Hemant Dhami,Sudur Paschim Royals (NPL),All-rounder,3,5,0,0,60,No,not out,3,26,2,0,8.66,2,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Kathmandu Gorkhas (NPL),Win,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Abinash Bohara,Sudur Paschim Royals (NPL),Bowler,1,3,0,0,33.33,Yes,b Karan KC,0.5,6,1,0,7.2,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Kathmandu Gorkhas (NPL),Win,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Aakash Tripathi,Kathmandu Gorkhas (NPL),Batsman,34,30,1,2,113.33,Yes,c Brown b Harmeet Singh,0,0,0,0,0,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gorkhas (NPL),Sudur Paschim Royals (NPL),Loss,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Ben Charlesworth,Kathmandu Gorkhas (NPL),Batsman,8,8,2,0,100,Yes,c †Bhandari b Dhami,0,0,0,0,0,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gorkhas (NPL),Sudur Paschim Royals (NPL),Loss,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Bhim Sharki,Kathmandu Gorkhas (NPL),Batsman,12,10,0,1,120,Yes,c Aarif Sheikh b Dhami,0,0,0,0,0,2,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gorkhas (NPL),Sudur Paschim Royals (NPL),Loss,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Santosh Yadav,Kathmandu Gorkhas (NPL),All-rounder,1,3,0,0,33.33,Yes,run out (Kuggeleijn/†Bhandari),1,9,0,0,9,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gorkhas (NPL),Sudur Paschim Royals (NPL),Loss,Kathmandu Gorkhas (NPL),Field,2,S2_M4
John Simpson,Kathmandu Gorkhas (NPL),Wicket-keeper,24,18,2,1,133.33,Yes,lbw b Pandey,0,0,0,0,0,3,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gorkhas (NPL),Sudur Paschim Royals (NPL),Loss,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Milind Kumar,Kathmandu Gorkhas (NPL),All-rounder,11,14,1,0,78.57,Yes,c Kuggeleijn b Saud,4,40,2,0,10,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gorkhas (NPL),Sudur Paschim Royals (NPL),Loss,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Mohammad Aadil Alam,Kathmandu Gorkhas (NPL),All-rounder,0,1,0,0,0,Yes,lbw b Harmeet Singh,0,0,0,0,0,2,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gorkhas (NPL),Sudur Paschim Royals (NPL),Loss,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Rashid Khan,Kathmandu Gorkhas (NPL),Bowler,6,8,0,0,75,Yes,lbw b Kuggeleijn,4,23,2,0,5.75,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gorkhas (NPL),Sudur Paschim Royals (NPL),Loss,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Sunny Patel,Kathmandu Gorkhas (NPL),All-rounder,10,7,1,0,142.85,Yes,c Airee b Bohara,4,27,2,0,6.75,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gorkhas (NPL),Sudur Paschim Royals (NPL),Loss,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Karan KC,Kathmandu Gorkhas (NPL),All-rounder,1,2,0,0,50,Yes,c Dhami b Kuggeleijn,4,30,4,0,7.5,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gorkhas (NPL),Sudur Paschim Royals (NPL),Loss,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Shahab Alam,Kathmandu Gorkhas (NPL),Bowler,0,1,0,0,0,No,not out,3,13,0,0,4.33,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gorkhas (NPL),Sudur Paschim Royals (NPL),Loss,Kathmandu Gorkhas (NPL),Field,2,S2_M4
Deepak Bohara,Chitwan Rhinos (NPL),Batsman,10,12,1,0,83.33,Yes,st †Sameer Ali b Gautam,0,0,0,0,0,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Lumbini Lions (NPL),Loss,Lumbini Lions (NPL),Field,2,S2_M5
Dawid Malan,Chitwan Rhinos (NPL),Batsman,0,1,0,0,0,Yes,b Trumpelmann,0.3,5,0,0,10,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Lumbini Lions (NPL),Loss,Lumbini Lions (NPL),Field,2,S2_M5
Dev Khanal,Chitwan Rhinos (NPL),Batsman,14,19,0,1,73.68,Yes,c Jora b Gautam,0,0,0,0,0,1,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Lumbini Lions (NPL),Loss,Lumbini Lions (NPL),Field,2,S2_M5
Ravi Bopara,Chitwan Rhinos (NPL),All-rounder,66,55,4,3,120,Yes,c Nath b Gulbadin Naib,0,0,0,0,0,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Lumbini Lions (NPL),Loss,Lumbini Lions (NPL),Field,2,S2_M5
Kushal Malla,Chitwan Rhinos (NPL),All-rounder,21,18,0,1,116.66,Yes,c Jora b Trumpelmann,4,16,0,0,4,1,1,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Lumbini Lions (NPL),Loss,Lumbini Lions (NPL),Field,2,S2_M5
Saif Zaib,Chitwan Rhinos (NPL),All-rounder,15,7,2,1,214.28,Yes,c Paudel b Trumpelmann,4,26,0,0,6.5,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Lumbini Lions (NPL),Loss,Lumbini Lions (NPL),Field,2,S2_M5
Arjun Saud,Chitwan Rhinos (NPL),Wicket-keeper,8,5,1,0,160,No,not out,0,0,0,0,0,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Lumbini Lions (NPL),Loss,Lumbini Lions (NPL),Field,2,S2_M5
Sohail Tanvir,Chitwan Rhinos (NPL),Bowler,5,3,1,0,166.66,Yes,c Jora b Gulbadin Naib,4,30,1,0,7.5,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Lumbini Lions (NPL),Loss,Lumbini Lions (NPL),Field,2,S2_M5
Rijan Dhakal,Chitwan Rhinos (NPL),Bowler,0,0,0,0,0,No,did not bat,3,17,2,0,5.66,1,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Lumbini Lions (NPL),Loss,Lumbini Lions (NPL),Field,2,S2_M5
Kamal Airee,Chitwan Rhinos (NPL),Bowler,0,0,0,0,0,No,did not bat,3,44,0,0,14.66,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Lumbini Lions (NPL),Loss,Lumbini Lions (NPL),Field,2,S2_M5
Amar Routela,Chitwan Rhinos (NPL),Bowler,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Lumbini Lions (NPL),Loss,Lumbini Lions (NPL),Field,2,S2_M5
Sundeep Jora,Lumbini Lions (NPL),Batsman,28,18,4,0,155.55,Yes,c Kushal Malla b Dhakal,0,0,0,0,0,3,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Chitwan Rhinos (NPL),Win,Lumbini Lions (NPL),Field,2,S2_M5
D'Arcy Short,Lumbini Lions (NPL),All-rounder,11,6,1,1,183.33,Yes,b Dhakal,4,41,0,0,10.25,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Chitwan Rhinos (NPL),Win,Lumbini Lions (NPL),Field,2,S2_M5
Rohit Paudel,Lumbini Lions (NPL),All-rounder,39,44,1,0,88.63,Yes,c Dhakal b Sohail Tanvir,0,0,0,0,0,1,1,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Chitwan Rhinos (NPL),Win,Lumbini Lions (NPL),Field,2,S2_M5
Dilip Nath,Lumbini Lions (NPL),Batsman,10,15,1,0,66.66,Yes,run out (Kushal Malla/†Saud),0,0,0,0,0,1,1,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Chitwan Rhinos (NPL),Win,Lumbini Lions (NPL),Field,2,S2_M5
Gulbadin Naib,Lumbini Lions (NPL),All-rounder,44,24,3,3,183.33,No,not out,4,33,2,0,8.25,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Chitwan Rhinos (NPL),Win,Lumbini Lions (NPL),Field,2,S2_M5
JJ Smit,Lumbini Lions (NPL),All-rounder,4,4,1,0,100,No,not out,1,7,0,0,7,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Chitwan Rhinos (NPL),Win,Lumbini Lions (NPL),Field,2,S2_M5
Ruben Trumpelmann,Lumbini Lions (NPL),Bowler,0,0,0,0,0,No,did not bat,4,23,3,0,5.75,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Chitwan Rhinos (NPL),Win,Lumbini Lions (NPL),Field,2,S2_M5
Abhishesh Gautam,Lumbini Lions (NPL),Bowler,0,0,0,0,0,No,did not bat,3,15,2,0,5,1,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Chitwan Rhinos (NPL),Win,Lumbini Lions (NPL),Field,2,S2_M5
Sher Malla,Lumbini Lions (NPL),Bowler,0,0,0,0,0,No,did not bat,4,21,0,0,5.25,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Chitwan Rhinos (NPL),Win,Lumbini Lions (NPL),Field,2,S2_M5
Sameer Ali Musalman,Lumbini Lions (NPL),Wicket-keeper,0,0,0,0,0,No,did not bat,0,0,0,0,0,1,0,1,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Chitwan Rhinos (NPL),Win,Lumbini Lions (NPL),Field,2,S2_M5
Dinesh Adhikari,Lumbini Lions (NPL),Bowler,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,5,2025-11-20,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Chitwan Rhinos (NPL),Win,Lumbini Lions (NPL),Field,2,S2_M5
Josh Brown,Sudur Paschim Royals (NPL),Batsman,68,35,6,5,194.28,Yes,c Thagunna b Neesham,0,0,0,0,0,0,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Field,2,S2_M6
Binod Bhandari,Sudur Paschim Royals (NPL),Wicket-keeper,43,42,6,0,102.38,Yes,c Bhurtel b Aakash Chand,0,0,0,0,0,1,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Field,2,S2_M6
Chris Lynn,Sudur Paschim Royals (NPL),Batsman,31,13,4,2,238.46,Yes,c Abhisekh Tiwari b Neesham,0,0,0,0,0,0,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Field,2,S2_M6
Dipendra Singh Airee,Sudur Paschim Royals (NPL),All-rounder,15,10,1,1,150,Yes,c Bhurtel b Douthwaite,3,29,1,0,9.66,2,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Field,2,S2_M6
Harmeet Singh,Sudur Paschim Royals (NPL),All-rounder,4,6,1,0,66.66,Yes,c Neesham b Douthwaite,4,22,2,0,5.5,0,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Field,2,S2_M6
Scott Kuggeleijn,Sudur Paschim Royals (NPL),All-rounder,8,6,0,1,133.33,Yes,c Sumeet Verma b Aakash Chand,4,33,1,0,8.25,4,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Field,2,S2_M6
Aarif Sheikh,Sudur Paschim Royals (NPL),Batsman,0,3,0,0,0,Yes,lbw b Neesham,0,0,0,0,0,0,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Field,2,S2_M6
Ishan Pandey,Sudur Paschim Royals (NPL),Batsman,6,6,0,0,100,No,not out,1,19,0,0,19,1,1,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Field,2,S2_M6
Naren Saud,Sudur Paschim Royals (NPL),All-rounder,4,1,1,0,400,No,not out,1,9,1,0,9,1,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Field,2,S2_M6
Hemant Dhami,Sudur Paschim Royals (NPL),All-rounder,0,0,0,0,0,No,did not bat,3,30,1,0,10,1,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Field,2,S2_M6
Abinash Bohara,Sudur Paschim Royals (NPL),Bowler,0,0,0,0,0,No,did not bat,4,32,1,0,8,1,1,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Sudur Paschim Royals (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Field,2,S2_M6
Dinesh Kharel,Pokhara Avengers (NPL),Batsman,6,9,1,0,66.66,Yes,c Dhami b Harmeet Singh,0,0,0,0,0,0,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Sudur Paschim Royals (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M6
Adam Rossington,Pokhara Avengers (NPL),Wicket-keeper,1,2,0,0,50,Yes,run out (Pandey/†Bhandari),0,0,0,0,0,1,1,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Sudur Paschim Royals (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M6
Kushal Bhurtel,Pokhara Avengers (NPL),All-rounder,53,32,4,4,165.62,Yes,b Kuggeleijn,1,10,0,0,10,2,1,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Sudur Paschim Royals (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M6
Kiran Thagunna,Pokhara Avengers (NPL),Batsman,9,8,0,0,112.5,Yes,st †Bhandari b Harmeet Singh,0,0,0,0,0,1,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Sudur Paschim Royals (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M6
James Neesham,Pokhara Avengers (NPL),All-rounder,47,25,2,5,188,Yes,b Airee,4,47,3,0,11.75,2,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Sudur Paschim Royals (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M6
Sumeet Verma,Pokhara Avengers (NPL),Batsman,6,7,0,0,85.71,Yes,c Airee b Saud,0,0,0,0,0,0,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Sudur Paschim Royals (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M6
Abhisekh Tiwari,Pokhara Avengers (NPL),Batsman,3,13,0,0,23.07,Yes,c Kuggeleijn b Bohara,0,0,0,0,0,1,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Sudur Paschim Royals (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M6
Dan Douthwaite,Pokhara Avengers (NPL),All-rounder,37,16,1,5,231.25,Yes,c Kuggeleijn b Dhami,4,24,2,0,6,0,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Sudur Paschim Royals (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M6
Bipin Khatri,Pokhara Avengers (NPL),Bowler,7,7,1,0,100,No,not out,3,23,0,0,7.66,0,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Sudur Paschim Royals (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M6
Aakash Chand,Pokhara Avengers (NPL),Bowler,1,1,0,0,100,No,not out,4,44,2,0,11,1,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Sudur Paschim Royals (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M6
Sagar Dhakal,Pokhara Avengers (NPL),Bowler,0,0,0,0,0,No,did not bat,4,41,0,0,10.25,0,0,0,6,2025-11-21,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Sudur Paschim Royals (NPL),Loss,Pokhara Avengers (NPL),Field,2,S2_M6
Sundeep Jora,Lumbini Lions (NPL),Batsman,1,8,0,0,12.5,Yes,c Bosisto b Yadav,0,0,0,0,0,0,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Karnali Yaks (NPL),Field,2,S2_M7
D'Arcy Short,Lumbini Lions (NPL),All-rounder,19,14,4,0,135.71,Yes,c Panchal b Gulsan Jha,1.2,23,0,0,17.25,0,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Karnali Yaks (NPL),Field,2,S2_M7
Rohit Paudel,Lumbini Lions (NPL),All-rounder,49,43,4,2,113.95,Yes,c Najibullah Zadran b Sompal Kami,2,38,0,0,19,1,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Karnali Yaks (NPL),Field,2,S2_M7
Dilip Nath,Lumbini Lions (NPL),Batsman,6,4,1,0,150,Yes,c & b Watt,0,0,0,0,0,0,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Karnali Yaks (NPL),Field,2,S2_M7
Gulbadin Naib,Lumbini Lions (NPL),All-rounder,7,9,0,0,77.77,Yes,lbw b Sharma,2,25,0,0,12.5,0,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Karnali Yaks (NPL),Field,2,S2_M7
Sumit Maharjan,Lumbini Lions (NPL),Batsman,4,10,0,0,40,Yes,c Bosisto b Khatri,0,0,0,0,0,0,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Karnali Yaks (NPL),Field,2,S2_M7
JJ Smit,Lumbini Lions (NPL),All-rounder,23,14,2,1,164.28,Yes,c Khatri b Yadav,1,17,0,0,17,1,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Karnali Yaks (NPL),Field,2,S2_M7
Ruben Trumpelmann,Lumbini Lions (NPL),Bowler,29,14,1,3,207.14,No,not out,2,13,0,0,6.5,0,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Karnali Yaks (NPL),Field,2,S2_M7
Sameer Ali Musalman,Lumbini Lions (NPL),Wicket-keeper,1,2,0,0,50,Yes,run out (Watt),0,0,0,0,0,0,1,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Karnali Yaks (NPL),Field,2,S2_M7
Sher Malla,Lumbini Lions (NPL),Bowler,7,2,0,1,350,No,not out,3,29,1,0,9.66,1,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Karnali Yaks (NPL),Field,2,S2_M7
Abhishesh Gautam,Lumbini Lions (NPL),Bowler,0,0,0,0,0,No,did not bat,1,12,0,0,12,0,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Karnali Yaks (NPL),Loss,Karnali Yaks (NPL),Field,2,S2_M7
Priyank Panchal,Karnali Yaks (NPL),Batsman,12,10,1,1,120,Yes,c Smit b Malla,0,0,0,0,0,0,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Karnali Yaks (NPL),Field,2,S2_M7
Mark Watt,Karnali Yaks (NPL),All-rounder,114,44,6,12,259.09,No,not out,3,16,1,0,5.33,1,1,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Karnali Yaks (NPL),Field,2,S2_M7
William Bosisto,Karnali Yaks (NPL),All-rounder,29,20,2,1,145,No,not out,2,19,0,0,9.5,2,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Karnali Yaks (NPL),Field,2,S2_M7
Pawan Sarraf,Karnali Yaks (NPL),All-rounder,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Karnali Yaks (NPL),Field,2,S2_M7
Najibullah Zadran,Karnali Yaks (NPL),Batsman,0,0,0,0,0,No,did not bat,0,0,0,0,0,1,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Karnali Yaks (NPL),Field,2,S2_M7
Arjun Gharti,Karnali Yaks (NPL),Wicket-keeper,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Karnali Yaks (NPL),Field,2,S2_M7
Gulsan Jha,Karnali Yaks (NPL),All-rounder,0,0,0,0,0,No,did not bat,2,16,1,0,8,1,0,0,7,2025-11-22,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Lumbini Lions (NPL),Win,Karnali Yaks (NPL),Field,2,S2_M7
